"dt",200,2.1,2.4307824,52.092800000000004
"dt",200,2.2,2.4491047999999997,56.3491
"dt",200,2.3,2.4617572,64.2313
"dt",200,2.4,2.4919976,65.6085
"dt",200,2.5,2.5112184,73.5925
"dt",200,2.6,2.5461016,75.0425
"dt",200,2.7,2.5774048,79.78500000000001
"dt",200,2.8,2.6117975999999996,83.8349
"dt",200,2.9,2.6513588,85.94760000000001
"dt",400,-2,2.2765728,9.90067
"dt",400,-1,2.290482,12.7258
"dt",400,0,2.3063382000000003,20.679799999999997
"dt",400,1,2.3550138,36.7235
"dt",400,2,2.4544476,82.814
"dt",400,2.5,2.5490154,123.02300000000001
"dt",400,2.6,2.57593,128.99000000000004
"dt",400,2.7,2.6031968,137.794
"dt",400,2.8,2.6309556,150.737
"dt",400,2.9,2.6640454,161.158
"dt",400,3,2.7015626000000004,169.21099999999998
"dt",400,3.1,2.7423610000000003,174.24699999999999
"dt",400,3.2,2.7849345999999997,177.96699999999998
"dt",400,3.5,2.9181618,185.49
"dt",400,4,3.1505448,192.43800000000002
"dt",400,5,3.6325895999999998,198.657
"dt",800,-1,2.3307975,18.1612
"dt",800,0,2.3497674,30.315799999999996
"dt",800,1,2.3895576999999997,63.518
"dt",800,2,2.4871176000000004,141.423
"dt",800,2.5,2.5779102,211.805
"dt",800,2.7,2.6262668999999996,245.376
"dt",800,2.8,2.6534372,263.906
"dt",800,2.9,2.681656,287.88399999999996
"dt",800,3,2.7128360000000002,311.199
"dt",800,3.1,2.7479926,336.23199999999997
"dt",800,3.2,2.7890109,349.489
"dt",800,3.3,2.832344,356.916
"dt",800,3.5,2.9217663,366.958
"dt",800,4,3.1539445,381.44800000000004
"dt",800,5,3.6363454,394.173
"dt",800,6,4.1286806,399.024
"dt",1600,1,2.4153409999999997,111.42300000000002
"dt",1600,2,2.5088575,258.826
"dt",1600,2.5,2.596584,388.16100000000006
"dt",1600,2.75,2.655859,471.67800000000005
"dt",1600,2.95,2.712093,547.9140000000001
"dt",1600,3,2.72797,561.916
"dt",1600,3.05,2.744038,581.108
"dt",1600,3.1,2.7596955000000003,611.735
"dt",1600,3.15,2.7759305000000003,641.2909999999999
"dt",1600,3.2,2.7932665,671.204
"dt",1600,3.25,2.812759,696.642
"dt",1600,3.3,2.834193,707.837
"dt",1600,3.35,2.8561985,713.965
"dt",1600,3.4,2.878437,720.207
"dt",1600,3.5,2.9234295,729.907
"dt",1600,4,3.155628,759.753
"dt",1600,5,3.6378364999999997,785.358
"dt",3200,1.5,2.4690980000000002,309.551
"dt",3200,2.5,2.610179,719.335
"dt",3200,3,2.7381405,1054.34
"dt",3200,3.15,2.78652225,1175.29
"dt",3200,3.2,2.80359675,1224.73
"dt",3200,3.25,2.82145575,1265.89
"dt",3200,3.3,2.83851,1339.98
"dt",3200,3.35,2.85730475,1417.19
"dt",3200,3.4,2.8793385,1434.68
"dt",3200,3.5,2.92437075,1455.27
"dt",3200,4,3.1564885,1516.0700000000002
"dt",6400,2.5,2.6193494999999998,1388.1699999999998
"dt",6400,3,2.745110875,2033.1
"dt",6400,3.3,2.845619375,2492.7
"dt",6400,3.35,2.8643655000000003,2572.77
"dt",6400,3.37,2.8718715,2617.56
"dt",6400,3.39,2.879311875,2671.13
"dt",6400,3.41,2.885526375,2799.43
"dt",6400,3.43,2.893256875,2873.06
"dt",6400,3.45,2.902179125,2886.36
"dt",6400,3.5,2.9247471249999997,2906.9
"dt",6400,4,3.15696775,3028.58
"middleforest",200,-5,2.405586,7.731919999999999
"middleforest",200,-4,2.4196316,9.65643
"middleforest",200,-3.5,2.431112,11.264200000000002
"middleforest",200,-3,2.4467548,13.6548
"middleforest",200,-2.5,2.4687479999999997,17.021
"middleforest",200,-2,2.5011332,21.6012
"middleforest",200,-1.5,2.5469208,27.9901
"middleforest",200,-1,2.6122620000000003,36.137299999999996
"middleforest",200,-0.5,2.70243,47.2913
"middleforest",200,0,2.8231532,59.3021
"middleforest",200,0.5,2.975722,70.7272
"middleforest",200,1,3.1557236000000004,80.50090000000002
"middleforest",200,1.5,3.3579196,87.7634
"middleforest",200,2,3.5756044,92.8206
"middleforest",200,3,4.04022,98.3929
"middleforest",200,4,4.5235652,100.811
"middleforest",400,-1.5,2.5550856,49.444
"middleforest",400,-1,2.6190466000000003,66.5487
"middleforest",400,-0.5,2.7090542,88.973
"middleforest",400,0,2.8299238,114.029
"middleforest",400,0.5,2.9820862000000004,137.65
"middleforest",400,1,3.1623533999999998,157.32
"middleforest",400,1.5,3.3645828,172.15
"middleforest",800,-3,2.4671733,33.372499999999995
"middleforest",800,-2,2.5157574,65.3543
"middleforest",800,-1.5,2.5591628,91.74120000000002
"middleforest",800,-1.25,2.5879963,108.22000000000001
"middleforest",800,-1,2.6224245,127.289
"middleforest",800,-0.75,2.6636439000000003,149.85
"middleforest",800,-0.5,2.7123104,173.653
"middleforest",800,-0.25,2.7689003,198.422
"middleforest",800,0,2.8331868,223.41
"middleforest",800,1,3.1655717,311.15599999999995
"middleforest",800,2,3.5856685,361.68699999999995
"middleforest",800,3,4.0500793999999996,384.41999999999996
"middletree",200,-5,2.3642664,7.372169999999999
"middletree",200,-4,2.3787244,9.106380000000001
"middletree",200,-3,2.4016124,12.463499999999998
"middletree",200,-2.5,2.4216404,15.5283
"middletree",200,-2,2.4490328,19.401499999999995
"middletree",200,-1.5,2.4892764,24.888499999999997
"middletree",200,-1,2.5457256,32.233
"middletree",200,-0.5,2.6244312,42.6726
"middletree",200,0,2.7316648,53.52259999999999
"middletree",200,0.5,2.8698232,65.8586
"middletree",200,1,3.0388783999999998,76.5536
"middletree",200,1.5,3.2328432,84.9481
"middletree",200,2,3.444448,90.9759
"middletree",200,3,3.9028108,97.5347
"middletree",200,4,4.383222000000001,100.415
"middletree",200,5,4.874034,101.711
"middletree",400,-1.5,2.504955354322581,43.53397032258065
"middletree",400,-1,2.548728713988439,58.95645294797688
"middletree",400,-0.5,2.6307188507186856,79.44419394250512
"middletree",400,0,2.731339581081081,103.15847837837839
"middletree",400,0.5,2.8851805787234044,127.6873120567376
"middletree",400,1,3.043066358995816,149.687179916318
"middletree",400,1.5,3.2417988087066245,166.5923690851735
"middletree",800,-1.5,2.498421072884012,79.96606363636364
"middletree",800,-1,2.5517566120923916,111.37779891304348
"middletree",800,-0.5,2.636153716169725,151.9744380733945
"middletree",800,0,2.7422332087332055,201.02831669865645
"middletree",800,0.5,2.8822874131627056,250.785138939671
"middletree",800,1,3.049574825242719,295.3032750809061
"middletree",800,1.5,3.245710737244898,329.9583513119533
"middletree",1600,-1.5,2.5042264512711863,151.8121491525424
"middletree",1600,-1.25,2.530347632423756,180.41314927768858
"middletree",1600,-1,2.554685105246114,215.36821243523318
"middletree",1600,-0.75,2.5928281385281386,254.70448629148626
"middletree",1600,-0.5,2.6378734959476313,298.6553167082294
"middletree",1600,-0.25,2.68517996958285,347.87443221320973
"middletree",1600,0,2.7431365989077667,397.7229150485437
"middletree",1600,0.25,2.8089181627516777,447.3787080536913
"middletree",1600,0.5,2.880766419890873,497.9548601190476
"middletree",1600,0.75,2.9623424999999997,544.446
"middletree",1600,1,3.0502132142857143,587.6212857142858
"middletree",1600,1.5,3.24414875,656.309
"middletree",3200,-1.5,2.505246875,295.561
"middletree",3200,-1.25,2.52930625,353.302
"middletree",3200,-1,2.56020137970267,422.72224878640776
"middletree",3200,-0.9,2.571160874084728,453.5839487447699
"middletree",3200,-0.8,2.5845953873666345,486.51559941804067
"middletree",3200,-0.75,2.596086481274008,504.335247119078
"middletree",3200,-0.7,2.599026168134598,521.4521644083106
"middletree",3200,-0.6,2.6176198465722496,556.2020435139574
"middletree",3200,-0.5,2.638658721451876,593.0932691680263
"middletree",3200,-0.25,2.6886050979262675,688.4814838709677
"middletree",3200,0,2.7432269375,790.7829
"middletree",3200,0.25,2.809601150914634,891.3640975609757
"middletree",3200,0.5,2.882524810823755,992.1917586206897
"middletree",3200,0.75,2.96327125,1085.63
"middletree",3200,1,3.051070625,1170.96
"middletree",6400,-1.5,2.505504375,579.875
"middletree",6400,-1.25,2.5297528125,697.9680000000001
"middletree",6400,-1.1,2.5470121875,781.733
"middletree",6400,-1,2.5580079498502997,838.0612107784431
"middletree",6400,-0.9,2.5717066262619555,900.7319649309245
"middletree",6400,-0.8,2.58532069964942,964.4472117988395
"middletree",6400,-0.75,2.5944730792197452,1000.4617070063694
"middletree",6400,-0.7,2.6004718409602785,1033.185995085995
"middletree",6400,-0.6,2.6178645779520293,1105.9719557195572
"middletree",6400,-0.5,2.6372692787931666,1179.3503232916974
"middletree",6400,-0.25,2.68738129764574,1373.0369506726456
"middletree",6400,0,2.7431079706790125,1577.1439506172837
"middletree",6400,0.25,2.806933726415094,1780.9839245283015
"middletree",6400,0.5,2.881993242595819,1978.7765853658536
"middletree",6400,0.75,2.9636278125,2168.61
"middletree",6400,1,3.0514465625000002,2336.5300000000007
"middletree",12800,-1.1,2.547026875,1550.36
"middletree",12800,-1,2.558904326923077,1664.8459999999998
"middletree",12800,-0.9,2.57241590852649,1793.9958940397353
"middletree",12800,-0.8,2.587103723137536,1924.9940401146127
"middletree",12800,-0.7,2.602283273247979,2059.5919407008087
"middletree",12800,-0.6,2.619247849702381,2203.9074761904762
"middletree",12800,-0.5,2.636528603896104,2356.0644155844157
"morse",200,-1,3.3283487999999997,16.4981
"morse",200,0,3.3864832000000002,26.996900000000004
"morse",200,1,3.5138396,48.5356
"morse",200,1.5,3.6287308,64.92540000000001
"morse",200,2,3.7935248,80.0614
"morse",200,2.5,3.9950984,88.9217
"morse",200,3,4.2161615999999995,93.98730000000002
"morse",200,4,4.6846952,99.0925
"morse",200,5,5.170582,101.139
"morse",400,-1,3.3708822,23.6022
"morse",400,0,3.4215226,41.7058
"morse",400,1,3.536221,84.1209
"morse",400,1.5,3.6414378000000003,118.69100000000002
"morse",400,2,3.8008242,154.705
"morse",400,2.5,4.001895,173.872
"morse",400,3,4.2223521999999996,184.631
"morse",400,4,4.6908976000000004,195.02600000000004
"morse",400,5,5.1768928,199.211
"twotrees",400,-1.5,3.4714378,15.4964
"twotrees",400,-1,3.4857248,19.4907
"twotrees",400,-0.5,3.4964186,24.495699999999996
"twotrees",400,0,3.5215409999999996,33.7671
"twotrees",400,0.5,3.5544125999999996,46.985
"twotrees",400,1,3.6031798,66.0819
"twotrees",400,1.5,3.6862048,100.617
"twotrees",400,1.6,3.7070421999999996,107.125
"twotrees",400,1.7,3.7298685999999996,117.64800000000001
"twotrees",400,1.8,3.7560044,127.546
"twotrees",400,1.9,3.7853656,136.82
"twotrees",400,2,3.818083,145.031
"twotrees",400,2.1,3.8531132,152.63600000000002
"twotrees",400,2.2,3.8905019999999997,158.377
"twotrees",400,2.3,3.9295082000000003,163.149
"twotrees",400,2.4,3.9696262,167.299
"twotrees",400,2.5,4.0107028,170.931
"twotrees",400,3,4.2283884,183.203
"twotrees",400,3.5,4.4582262,190.273
"twotrees",400,4,4.6953588,194.597
"twotrees",400,4.5,4.936031,197.304
"twotrees",400,5,5.1801944,199.091
"twotrees",400,5.5,5.4260404,200.225
"twotrees",400,6,5.673209,201.03300000000002
"twotrees",800,-1.5,3.4997334,21.927500000000002
"twotrees",800,-1,3.5205405,28.62
"twotrees",800,-0.5,3.5350935,40
"twotrees",800,0,3.5488491,53.635
"twotrees",800,0.5,3.5794711,78.44
"twotrees",800,1,3.6281306,113.215
"twotrees",800,1.5,3.7020459,175.44
"twotrees",800,1.6,3.7201787,195.13400000000001
"twotrees",800,1.7,3.7421872,209.461
"twotrees",800,1.8,3.7658584,232.583
"twotrees",800,1.9,3.7923945999999997,255.56699999999998
"twotrees",800,2,3.822648,278.24
"twotrees",800,2.1,3.8568263,296.976
"twotrees",800,2.2,3.8938408,310.839
"twotrees",800,2.3,3.9326889,321.623
"twotrees",800,2.4,3.9729019,330.14
"twotrees",800,2.5,4.014204,337.784
"twotrees",800,3,4.2319533,363.233
"twotrees",800,3.5,4.4618766,377.382
"twotrees",800,4,4.698117,386.10699999999997
"twotrees",800,4.5,4.9396896,391.592
"twotrees",800,5,5.1834864,395.138
"twotrees",800,5.5,5.4293251,397.503
"twotrees",800,6,5.6764711000000005,399.087
"twotrees",1600,1.9,3.799191,471.751
"twotrees",1600,2,3.8270735,522.405
"twotrees",1600,2.1,3.8590135,579.327
"twotrees",1600,2.2,3.8955555,614.035
"twotrees",1600,2.3,3.9342865,637.5469999999999
"twotrees",1600,2.4,3.974494,656.3159999999999
"twotrees",1600,2.5,4.015696,671.623
